profession,title,link,date,location,workload,emp_type,company
python%20developer,Formateur / développeur Python,https://www.jobs.ch/en/vacancies/detail/91c1a272-aabc-4a3e-99cf-3485e6824882/,Last year,Vaumarcus,100%,Unlimited employment,Excelsia S.A.
python%20developer,Continuously evaluate and implement new technologies and best practices to improve the user experience and platform performance while ensuring a great developer experience.,https://www.jobs.ch/en/vacancies/detail/ce25e172-d888-45f6-b063-a42b4ef232eb/,Last quarter,Zürich,100%,Unlimited employment,OnlineDoctor AG
python%20developer,SAP BW Developer for Finance Applications 80% - 100% (f/m/d) - (Contract through our external payroll partner with immediate start until 31.12.2025 with possible extension),https://www.jobs.ch/en/vacancies/detail/1ebe5636-5879-42e9-a026-804ae13f44b1/,2 months ago,Zürich,80 – 100%,Bank Julius Bär & Co. AG,Not specified
python%20developer,"Schmid & Partner Engineering AG (SPEAG), the leading developer and manufacturer of advanced, efficient, and reliable test equipment for the evaluation of near- and far-field electromagnetic (EM) radiation, EM materials, and their applications, is currently seeking applicants for the post as",https://www.jobs.ch/en/vacancies/detail/87671f7e-41aa-4706-ac1b-a063c4c1af59/,Last year,Zürich,100%,Unlimited employment,Schmid & Partner Engineering AG
python%20developer,Senior Software Development Engineer,https://www.jobs.ch/en/vacancies/detail/a2ff7026-a1fd-4dae-9153-e88868442fc5/,2 months ago,Staefa,100%,Unlimited employment,Sonova AG
python%20developer,R&D Intern Process Development in Sensor Testing,https://www.jobs.ch/en/vacancies/detail/cf3360b7-be58-47e9-965b-10742f06c5a4/,2 months ago,Stäfa,100%,Sensirion AG,Not specified
python%20developer,Salesforce & Data Platform Architect (80%),https://www.jobs.ch/en/vacancies/detail/733afcc8-a402-46ba-9442-fd525360ce5e/,2 months ago,Zurich,80%,Unlimited employment,WWF Schweiz
python%20developer,Prototyping Technician III,https://www.jobs.ch/en/vacancies/detail/0facc3a0-0e97-4f05-996f-20cce58c68fa/,3 weeks ago,Zurich,100%,Unlimited employment,Qualitest Group Switzerland AG
data%20engineer,Data & AI Lakehouse Engineer 80-100% m/w/d,https://www.jobs.ch/en/vacancies/detail/b71783f1-b245-4af4-a3ca-774dfc83138e/,Last week,Ibach-Schwyz,80 – 100%,Unlimited employment,Victorinox AG
data%20engineer,Professional / Senior ICT System Engineer (m/w/d),https://www.jobs.ch/en/vacancies/detail/cd11ad13-4b1c-4dca-8df4-be732fc09fed/,3 days ago,Liestal,80 – 100%,Unlimited employment,EBL (Genossenschaft Elektra Baselland)
data%20engineer,"Senior Data Engineer, 80-100% (w/m/d)",https://www.jobs.ch/en/vacancies/detail/62c0a60d-6ede-4e32-ba7d-591eb1abb725/,2 weeks ago,Zürich,80 – 100%,Unlimited employment,Swiss Life AG
data%20engineer,Mechanical Engineer (w/m/d),https://www.jobs.ch/en/vacancies/detail/ce529ffc-e7e4-4eda-9e7d-d310c7659901/,2 months ago,Luzern,100%,Unlimited employment,Schurter AG
data%20engineer,Operational Technology Engineer (m/w/d) 100%,https://www.jobs.ch/en/vacancies/detail/c9f6a01a-dfbf-49eb-bd04-ef2c33d2b309/,Yesterday,Breitenbach,100%,Unlimited employment,beeworx GmbH
data%20engineer,DevOps Engineer C5I,https://www.jobs.ch/en/vacancies/detail/71b27ae9-e566-487d-8f5a-cf1269128d8b/,2 weeks ago,Thun,100%,Unlimited employment,RUAG MRO Holding AG
data%20engineer,Design Engineer,https://www.jobs.ch/en/vacancies/detail/7e26238d-d560-4302-9fc4-45f028680c53/,Last month,Oberdiessbach,80 – 100%,Unlimited employment,Hoffmann Neopac AG
data%20engineer,Plant Engineering & Maintenance Lead (m/f/d),https://www.jobs.ch/en/vacancies/detail/4ab0680a-5881-40a8-a84d-f70114ad4bee/,7 hours ago,Muttenz,100%,Unlimited employment,Corden Pharma - A Full-Service CDMO
data%20engineer,DevOps Engineer C5I,https://www.jobs.ch/en/vacancies/detail/093c7bc0-7a46-434e-ace0-991f5d7c3210/,Last week,"Thun, Bern",80 – 100%,Unlimited employment,RUAG MRO Holding AG
data%20engineer,"Ingenieur/in oder Techniker/in für die Bereiche Heizung, Lüftung / Klima und Sanitär",https://www.jobs.ch/en/vacancies/detail/8a473d15-f3f0-4218-85d9-bcedc4d2cd6e/,Last month,Winterthur,80 – 100%,Unlimited employment,Beag Engineering AG
data%20engineer,Sales Engineer for Upgrades (gn),https://www.jobs.ch/en/vacancies/detail/140723ce-01b5-4c51-ba98-3b6680f0eb35/,Last week,Wohlen,100%,Unlimited employment,Oerlikon
data%20engineer,"Ingenieur FH, Mechanical / Plant Engineer",https://www.jobs.ch/en/vacancies/detail/21052aa0-0338-4aad-9416-666b6573f168/,3 weeks ago,Ittigen,80 – 100%,Unlimited employment,Ing. A. Maurer S.A.
data%20engineer,Projektingenieur:in Infrastruktursicherheit und Umweltrisiken,https://www.jobs.ch/en/vacancies/detail/24b4e363-29dd-4f21-8dec-128929497f11/,2 weeks ago,Bern,60 – 100%,Unlimited employment,Emch+Berger AG Bern
data%20engineer,"Ingenieurgeologen/in, Materialwissenschaftler/in, Chemieingenieur/in 80 - 100%",https://www.jobs.ch/en/vacancies/detail/8e3b988e-3743-4bf4-965c-15dc5da5e223/,3 weeks ago,Wildegg,80 – 100%,Unlimited employment,TFB AG
data%20engineer,Ingenieur Technik Aussendienst D-CH (m/w/d) (100%),https://www.jobs.ch/en/vacancies/detail/3c90d266-af90-485d-872a-030c17c17877/,3 weeks ago,Dielsdorf,100%,Unlimited employment,ANCOTECH AG
data%20engineer,Head of Engineering - Business Platforms & Operations,https://www.jobs.ch/en/vacancies/detail/944d004a-7b37-4ca3-b88c-9e93eac5114c/,2 weeks ago,Zürich und/oder Mägenwil,80 – 100%,Unlimited employment,Brack.Alltron AG
data%20engineer,Ingenieur/-in Wasserversorgung,https://www.jobs.ch/en/vacancies/detail/7a62e15d-d689-4896-9379-a263efa33c9f/,4 weeks ago,Sursee,60 – 100%,Unlimited employment,Hauptsitz
data%20engineer,Engineering Projektleiter/in | Gebäudetechnik HLKS & Infrastruktur (80-100%),https://www.jobs.ch/en/vacancies/detail/0c3cd72f-ab3d-4f66-a528-32da5c87ae3f/,3 weeks ago,Thurgau,100%,Unlimited employment,dasteam ag
data%20engineer,Ingenieur Fassade/Elementwerk D-CH (m/w/d) (100%),https://www.jobs.ch/en/vacancies/detail/1a0643b5-091d-41b5-abe2-7b5bec912018/,3 weeks ago,Dielsdorf,100%,Unlimited employment,ANCOTECH AG
data%20engineer,Senior CSV-Engineer 80-100% (w/m/d),https://www.jobs.ch/en/vacancies/detail/2fbabd49-80db-40a6-8569-705d61e0ea54/,2 weeks ago,Visp,80 – 100%,Unlimited employment,Lonza
data%20engineer,GIS-Projektleiter*in Werk- und Arealkataster,https://www.jobs.ch/en/vacancies/detail/109e6a3d-cefb-4dc9-87bb-d62494f66bb9/,5 days ago,Basel,80 – 100%,Unlimited employment,CHF 95 000 - 130 000 /year
data%20engineer,Anwendungstechniker:in Application Engineer (80-100%),https://www.jobs.ch/en/vacancies/detail/f0511ce9-886e-4be7-b706-31a095b0d7a1/,Last week,Roggwil BE,80 – 100%,Unlimited employment,J. SCHNEEBERGER Maschinen AG
data%20engineer,System Engineer (100 %),https://www.jobs.ch/en/vacancies/detail/05a71696-f02b-4112-8d8c-fca64d30ac22/,3 days ago,Basel,100%,Unlimited employment,Bank CIC (Schweiz) AG
data%20engineer,Senior Systems Engineer 80–100 % (m/w/d),https://www.jobs.ch/en/vacancies/detail/462c9c27-8528-40c8-9996-899b7e8c8d51/,2 months ago,Schaffhausen,80 – 100%,Unlimited employment,igeeks AG
data%20engineer,"Cloud Operations Engineer (all genders), 80-100%",https://www.jobs.ch/en/vacancies/detail/332843db-82c8-4a8c-b950-4c391a3457b8/,Last week,"Baar, Baden, Bern, Zürich",80 – 100%,Unlimited employment,BSI Business Systems Integration AG
data%20engineer,Ingénieur BI senior (f/m/d),https://www.jobs.ch/en/vacancies/detail/db604b1a-574b-45a6-986f-01bee5029d03/,Yesterday,Genève,100%,Unlimited employment,Bechtle Suisse SA
data%20engineer,Ingénieur-e forestier-ère à 70%,https://www.jobs.ch/en/vacancies/detail/3ea2cb37-f502-45a1-8537-c7c6d57cf7fc/,3 days ago,Couvet,70%,Unlimited employment,Not specified
data%20engineer,Ingénieur Modern Workplace (f/m/d),https://www.jobs.ch/en/vacancies/detail/db779f37-d55f-4bb3-a9f3-f574c69a004f/,2 days ago,Fribourg,100%,Unlimited employment,Bechtle Suisse SA
data%20engineer,Ingénieur R&D,https://www.jobs.ch/en/vacancies/detail/f3d502db-5b97-4ede-ae56-a5c0f343ef05/,3 days ago,La Chaux-de-Fonds,100%,Unlimited employment,Not specified
data%20engineer,Ingénieur(e) de données,https://www.jobs.ch/en/vacancies/detail/820692ae-80ec-4fc4-b263-d32e94357052/,5 days ago,Prilly,80 – 100%,Unlimited employment,FHV Informatique
data%20engineer,Ingénieur-e de test (Senior) 80-100% (H/F),https://www.jobs.ch/en/vacancies/detail/5b8c8b4e-cb53-4cc3-9e3d-72d181cc2679/,5 days ago,Boudry,80 – 100%,Unlimited employment,Aptasic SA
data%20engineer,Data Engineer,https://www.jobs.ch/en/vacancies/detail/417b806b-f70f-4002-8cc4-a732404025ce/,3 days ago,Lausanne,100%,Unlimited employment,CHF 83 000 - 102 000 /year
data%20engineer,Senior Data Engineer,https://www.jobs.ch/en/vacancies/detail/6fc9b0f2-8346-44d5-b3ae-ec06a3b54f19/,3 days ago,Lucerne,80 – 100%,Unlimited employment,CHF 130 000 - 145 000 /year
data%20engineer,"Data Engineer, 80-100%",https://www.jobs.ch/en/vacancies/detail/439d4881-1520-486e-b1f7-339b1fc47959/,Yesterday,Zürich,80 – 100%,Unlimited employment,VZ VermögensZentrum
data%20engineer,Data Engineer (m/f/d) - 100%,https://www.jobs.ch/en/vacancies/detail/c54a3bfd-110d-49a5-b143-4bcacf471a93/,Yesterday,Baar ZG,5%,Unlimited employment,ITech Consult AG
data%20engineer,Freelancer – (Junior/Senior) Data Engineer / SQL,https://www.jobs.ch/en/vacancies/detail/818e5ccf-1390-450b-b289-883525419eb6/,3 weeks ago,Zürich,60 – 100%,Freelance,KPMG
data%20engineer,"Head of Data Engineering (f/m/d) | 80-100% | Hybrid working model | Zurich, Switzerland",https://www.jobs.ch/en/vacancies/detail/ef10c72e-4036-4003-9d53-7d4506ae97c9/,Last week,Zürich,80 – 100%,Unlimited employment,SMG Swiss Marketplace Group
data%20engineer,Head of Business Analytics (a),https://www.jobs.ch/en/vacancies/detail/461fb2ea-83df-4ba9-a4cb-a599ccc56bd1/,5 hours ago,Zürich,100%,Unlimited employment,CH Media
data%20engineer,Group Data Architect - 100% Be the architect of data that drives innovation across Europe's leading,https://www.jobs.ch/en/vacancies/detail/dc8b0893-15b2-4e21-b586-461031371cb5/,2 weeks ago,"Cham, Switzerland",100%,Unlimited employment,Selecta AG
data%20engineer,Teamlead Data Science & Analytics (w/m/d),https://www.jobs.ch/en/vacancies/detail/9a7ae1d5-03f2-4b1e-b0fd-e57218f531bc/,2 days ago,Zürich,80 – 100%,Unlimited employment,Digitec Galaxus AG
data%20engineer,Integration Engineer 100% (m/w/d),https://www.jobs.ch/en/vacancies/detail/d75bfaa2-b9ad-4cf6-8cbd-67bdc3a074c8/,Yesterday,Rothenburg,100%,Unlimited employment,Sabag AG
data%20engineer,Senior Network Engineer,https://www.jobs.ch/en/vacancies/detail/758811a4-dfee-4645-950a-c17a6101bfaf/,Yesterday,Basel,95%,Temporary,Swisslinx
data%20engineer,Layout Engineer - Tendering,https://www.jobs.ch/en/vacancies/detail/1599697e-25b2-4ba0-9150-14930a88c13d/,2 days ago,Switzerland,100%,Unlimited employment,Kanadevia Inova
data%20engineer,Full Stack Software Engineer - Java 80-100%,https://www.jobs.ch/en/vacancies/detail/702b44ce-899c-427c-a3f9-496824deda5d/,11 hours ago,Zollikofen,80 – 100%,Unlimited employment,Xovis AG
data%20engineer,Senior Network Engineer (100%),https://www.jobs.ch/en/vacancies/detail/10c31c25-95b0-4214-9e3a-88232be26435/,Yesterday,Marin-Epagnier,100%,Unlimited employment,Not specified
data%20engineer,Professional / Senior ICT System Engineer (m/w/d),https://www.jobs.ch/en/vacancies/detail/cd11ad13-4b1c-4dca-8df4-be732fc09fed/,3 days ago,Liestal,80 – 100%,Unlimited employment,EBL (Genossenschaft Elektra Baselland)
data%20engineer,System Engineer (100 %),https://www.jobs.ch/en/vacancies/detail/05a71696-f02b-4112-8d8c-fca64d30ac22/,3 days ago,Basel,100%,Unlimited employment,Bank CIC (Schweiz) AG
data%20manager,Data Management Officer (w/m/d) - 80%-100%,https://www.jobs.ch/en/vacancies/detail/a1d60eef-7e79-487e-a30f-20cb007d1b72/,2 weeks ago,Reinach,80 – 100%,Unlimited employment,Endress+Hauser
data%20manager,Manager Customer Service,https://www.jobs.ch/en/vacancies/detail/c5239cc0-4dc4-4ee6-a12c-ba3e2e1d6ebf/,Last week,Bern,80 – 100%,Unlimited employment,Vetrotech Saint-Gobain
data%20manager,Clinical Data Manager (m/f/d),https://www.jobs.ch/en/vacancies/detail/6435ec1e-6e43-4ce9-9207-44a092d62470/,Last week,Nottwil,100%,Unlimited employment,UNIpersonal AG
data%20manager,Data Manager Materialstammdaten 80-90% (w/m/d),https://www.jobs.ch/en/vacancies/detail/9a346433-37cb-43b8-9c21-ece37b1f6d58/,3 days ago,Lupfig,80 – 90%,Unlimited employment,Antalis AG
data%20manager,Data Rule Manager (w/m/d),https://www.jobs.ch/en/vacancies/detail/a0d14834-e4c8-4542-950f-806d3ebd967a/,Yesterday,Zürich,80 – 100%,Temporary,M-Industrie
data%20manager,Data Governance Manager,https://www.jobs.ch/en/vacancies/detail/7a4d99dc-d10b-4655-b67e-3e7a26a93fde/,2 months ago,Basel,100%,Unlimited employment,Bank J. Safra Sarasin
data%20manager,Stammdatenmanager*in,https://www.jobs.ch/en/vacancies/detail/4614e4bb-bf20-47b8-8ab9-755d18243a6c/,Last month,Moosseedorf,80 – 100%,Unlimited employment,Marti Dienstleistungen AG
data%20manager,Data Engineer (m/f/d) - 100%,https://www.jobs.ch/en/vacancies/detail/c54a3bfd-110d-49a5-b143-4bcacf471a93/,Yesterday,Baar ZG,5%,Unlimited employment,ITech Consult AG
data%20manager,(Senior) Manager Data & AI 80-100%,https://www.jobs.ch/en/vacancies/detail/6129d812-5b44-4be8-a778-4c557d119514/,5 days ago,Zürich oder Bern,80 – 100%,Unlimited employment,Eraneos Switzerland AG
data%20manager,(Senior) Energiedatenmanager:in 80-100% (m/w/d),https://www.jobs.ch/en/vacancies/detail/6ce7c203-a32f-4120-9610-f1d6d266e1e1/,Last week,Kriens,80 – 100%,Unlimited employment,swenex - swiss energy exchange AG
data%20manager,Master Data Management Specialist,https://www.jobs.ch/en/vacancies/detail/e2f93752-0ffb-4a8c-8bcc-248c5453a964/,2 weeks ago,Schmerikon,100%,Unlimited employment,Wild & Küpfer AG
data%20manager,Master Data Management Coordinator 100%,https://www.jobs.ch/en/vacancies/detail/f7a3d234-93cb-4d6f-b85b-933097b22bce/,Last month,Luzern,100%,Unlimited employment,Schurter AG
data%20manager,Senior Data Analyst (m/w/d) 80-100%,https://www.jobs.ch/en/vacancies/detail/ece83ac1-bf77-4243-a7da-4d7b9b07b81b/,2 weeks ago,Volketswil,80 – 100%,Unlimited employment,blue Entertainment AG
data%20manager,Fachspezialist/-in Datenmanagement und Enterprise Architektur,https://www.jobs.ch/en/vacancies/detail/d745ed60-73fb-4d9a-a263-ef46641f9633/,2 days ago,Thun,80 – 100%,Unlimited employment,Das Bundesamt für Zivildienst ZIVI
data%20manager,Data Manager:in 70-100% mit starken technischen Skills,https://www.jobs.ch/en/vacancies/detail/78dc06b0-c7dc-407f-8639-b4024d5e9de9/,3 weeks ago,Raum Bern und teilweise im Homeoffice,70 – 100%,Unlimited employment,p3b ag
data%20manager,Daten Architekt,https://www.jobs.ch/en/vacancies/detail/5433e8ae-1084-4495-875e-e9e4c6f0aee3/,2 weeks ago,"Thun, Berne, Schweiz",80 – 100%,Unlimited employment,Safeguard Global
data%20manager,Gestionnaire des données de base,https://www.jobs.ch/en/vacancies/detail/efd7dd40-fc78-47b8-9291-691a7a9df01f/,Last month,Moosseedorf,80 – 100%,Unlimited employment,Marti Dienstleistungen AG
data%20manager,Datacenter Spezialist mit VMware und NetApp Betriebserfahrung (22118 / 60-100% Pensum),https://www.jobs.ch/en/vacancies/detail/c5656ef1-f9df-4d4a-8471-6333a2eb4740/,2 weeks ago,Baden,60 – 100%,Freelance,IQ Plus AG
data%20manager,Data Center Shift Technician - Steige ein in die Zukunft der Technik!,https://www.jobs.ch/en/vacancies/detail/e4ab1dd8-164a-40c6-a6db-e5131baf3584/,3 weeks ago,Zürich Altstetten,100%,Unlimited employment,ISS Schweiz AG
data%20manager,Business Data Specialist,https://www.jobs.ch/en/vacancies/detail/5da3cfe7-b0ee-4725-9f8c-2f89707eb6c2/,Yesterday,Chavornay,100%,Unlimited employment,SICPA
data%20manager,GESTIONNAIRE DES DONNÉES RÉFÉRENTIELLES – 100 %,https://www.jobs.ch/en/vacancies/detail/60ba3f16-d91b-470b-a007-6b7ef58e96fb/,Yesterday,Genève,100%,Unlimited employment,CHF 102 000 - 110 000 /year
data%20manager,Application Manager (80 - 100%),https://www.jobs.ch/en/vacancies/detail/5c74dce8-24f9-4959-ab96-e17aa296b64e/,3 weeks ago,Bern,80 – 100%,Unlimited employment,Justitia 4.0
data%20manager,Relationship Manager Financing - Corporate Clients (100 %),https://www.jobs.ch/en/vacancies/detail/e998163a-c946-4b49-8c7b-72562c713345/,3 days ago,Lugano,100%,Unlimited employment,Bank CIC (Schweiz) AG
data%20manager,Application Manager (80 - 100%),https://www.jobs.ch/en/vacancies/detail/5c74dce8-24f9-4959-ab96-e17aa296b64e/,3 weeks ago,Bern,80 – 100%,Unlimited employment,Justitia 4.0
data%20manager,Associate Manager Administration 80 -100%,https://www.jobs.ch/en/vacancies/detail/50671144-aed1-44c4-80cd-d7879a46396a/,3 weeks ago,3008  (Bern),80 – 100%,Unlimited employment,Swiss Cancer Institute
data%20manager,"Data Engineer, 80-100%",https://www.jobs.ch/en/vacancies/detail/439d4881-1520-486e-b1f7-339b1fc47959/,Yesterday,Zürich,80 – 100%,Unlimited employment,VZ VermögensZentrum
data%20manager,Account Manager,https://www.jobs.ch/en/vacancies/detail/88e15860-c9f2-44da-b7f9-a78007dc9fe0/,5 hours ago,Aarau,100%,Temporary,Manpower SA
data%20manager,Key Account Manager,https://www.jobs.ch/en/vacancies/detail/e641b8d6-4b69-4807-ba8d-3bcf6affdc48/,11 hours ago,Meilen ZH,100%,Unlimited employment,Stettler Consulting AG
data%20manager,Territory Manager Dental,https://www.jobs.ch/en/vacancies/detail/92acfbea-aca9-4763-9546-c4685952e571/,11 hours ago,Region Deutschschweiz,100%,Unlimited employment,Stettler Consulting AG
data%20manager,Lean Manager 100% (m/w/d),https://www.jobs.ch/en/vacancies/detail/74abf24d-b5e1-4814-bbee-0ce985cabe44/,8 hours ago,Kleinlützel,100%,Unlimited employment,ASSA ABLOY Schweiz AG
data%20manager,AI Governance Manager 80 - 100% (w/m/d),https://www.jobs.ch/en/vacancies/detail/b6558310-7dcb-4acc-9b20-c95c5432fbe0/,15 hours ago,Zürich,80 – 100%,Unlimited employment,LGT
data%20manager,Tourist Information Manager 100% (w/m/d),https://www.jobs.ch/en/vacancies/detail/e3fbc0dd-3d92-4b4c-89df-3a54781f7900/,13 hours ago,Bern,100%,Unlimited employment,Bern Welcome
data%20manager,Manager Finanzen/Controlling (M/F/D) 100 %,https://www.jobs.ch/en/vacancies/detail/f674c750-b9e5-405a-9d83-2a52920fdeba/,12 hours ago,Beringen,100%,Unlimited employment,STRATEC Switzerland AG
data%20manager,(Senior) Manager - People Advisory Services - Reward (Zurich),https://www.jobs.ch/en/vacancies/detail/2db2e785-69ef-4d0b-b80b-b7f9f2ef1ed3/,19 hours ago,Zurich,100%,Unlimited employment,EY (Ernst & Young AG)
data%20manager,Product Manager Wein/Schaumwein,https://www.jobs.ch/en/vacancies/detail/cc7d346b-3466-46bc-b17d-11f1156c7e70/,Yesterday,Zürich,80 – 100%,Unlimited employment,Denner AG
data%20manager,"Business Development Manager BI/Data, Outils collaboratifs et ECM / Villars-sur-Glâne / Gland",https://www.jobs.ch/en/vacancies/detail/9840b370-32c2-4d44-b09c-4ad998ae21e3/,Yesterday,Villars-sur-Glâne,100%,Unlimited employment,Tebicom
data%20manager,Facility Services Manager,https://www.jobs.ch/en/vacancies/detail/3b84a304-827f-4b0b-a768-9491b089c75a/,Yesterday,Villars-sur-Glâne,100%,Unlimited employment,Leatech SA
data%20manager,"Business Development Manager (100%, f/m)",https://www.jobs.ch/en/vacancies/detail/63317c11-76c5-4bbe-8dbe-0a64a25ee367/,Yesterday,Versoix,100%,Unlimited employment,Keller Swiss Group AG
data%20manager,User Access Manager,https://www.jobs.ch/en/vacancies/detail/0197ca34-ef61-4eb9-80f9-6e0149391732/,2 days ago,Basel,100%,Unlimited employment,Bank J. Safra Sarasin
data%20manager,Digital Transformation & Automation Manager m/w/d 100%,https://www.jobs.ch/en/vacancies/detail/78b6a77c-2295-4b61-8836-e26a86f54f79/,Yesterday,Dübendorf,100%,Unlimited employment,Biomed AG
data%20manager,Senior Sales Manager (a),https://www.jobs.ch/en/vacancies/detail/85b43a10-ea91-4c38-aab2-69ffd9a8d2c4/,2 days ago,Kreuzlingen,80 – 100%,Unlimited employment,Peak Personal GmbH
data%20manager,Technical Product / Account Manager 100 % m/w/d,https://www.jobs.ch/en/vacancies/detail/67c89756-6be8-4ca4-b7ad-2733760b1922/,Yesterday,Kappel,100%,Unlimited employment,Schmitz Cargobull Schweiz AG
data%20manager,Account manager PUBLIC à 80-100% (H/F),https://www.jobs.ch/en/vacancies/detail/5ae48a84-03ba-4294-a1ef-5de93acea8a0/,Yesterday,Suisse romande,100%,Unlimited employment,Groupe T2i Suisse SA
data%20manager,Finance Manager Accounting & Controlling 80% - 100% (m/w/d),https://www.jobs.ch/en/vacancies/detail/3d73bbcb-b640-4610-85aa-054e4fc24380/,Yesterday,Adliswil,80 – 100%,Unlimited employment,Infopro Digital Schweiz GmbH
data%20manager,"Quality Manager / Fachtechnisch verantwortliche Person FvP D/E/F, 80-100% (w/m/d)",https://www.jobs.ch/en/vacancies/detail/967ea92e-8bb5-4f6b-878d-600288f71b7b/,Yesterday,Wetzikon,80 – 100%,Unlimited employment,Five Office Ltd
data%20manager,Relationship Manager Financing - Corporate Clients (100 %),https://www.jobs.ch/en/vacancies/detail/e998163a-c946-4b49-8c7b-72562c713345/,3 days ago,Lugano,100%,Unlimited employment,Bank CIC (Schweiz) AG
data%20manager,Research Associate Spine (a) 100%,https://www.jobs.ch/en/vacancies/detail/a6a386a9-7bb0-4179-821e-ed39052142ff/,Last week,"Lengghalde 2, Zürich",100%,Unlimited employment,Schulthess Klinik
data%20architect,Group Data Architect - 100% Be the architect of data that drives innovation across Europe's leading,https://www.jobs.ch/en/vacancies/detail/dc8b0893-15b2-4e21-b586-461031371cb5/,2 weeks ago,"Cham, Switzerland",100%,Unlimited employment,Selecta AG
data%20architect,Data Architect - Data Product Owner 80-100%,https://www.jobs.ch/en/vacancies/detail/bfd5b81f-769b-4cce-82d6-126ddb95edb6/,2 days ago,Colombier NE,80 – 100%,Unlimited employment,Banque Cantonale Neuchâteloise
data%20architect,Data Engineer,https://www.jobs.ch/en/vacancies/detail/417b806b-f70f-4002-8cc4-a732404025ce/,3 days ago,Lausanne,100%,Unlimited employment,CHF 83 000 - 102 000 /year
data%20architect,Data Architect,https://www.jobs.ch/en/vacancies/detail/237f30dd-77cf-4499-a97c-5689a847fc49/,6 days ago,Bern,80 – 100%,Unlimited employment,Atupri Gesundheitsversicherung AG
data%20architect,Business Analyst / Data Architect,https://www.jobs.ch/en/vacancies/detail/f91d2461-f56f-4496-871f-b0d37dc72ba2/,2 days ago,Fribourg,100%,Unlimited employment,Cremo SA
data%20architect,Daten Architekt,https://www.jobs.ch/en/vacancies/detail/5433e8ae-1084-4495-875e-e9e4c6f0aee3/,2 weeks ago,"Thun, Berne, Schweiz",80 – 100%,Unlimited employment,Safeguard Global
data%20architect,Senior Qlik Business Intelligence Consultant,https://www.jobs.ch/en/vacancies/detail/9e51c523-67d0-40e6-bc88-f65958c735fe/,Last week,Zürich,100%,Unlimited employment,LIONSCOUT GmbH
data%20architect,Data Scientist Asset Finance & Information (alle),https://www.jobs.ch/en/vacancies/detail/00aed0e6-ee7e-49d1-8045-08d88f37c81d/,2 days ago,Ostermundigen,80 – 100%,Unlimited employment,BKW Energie AG
data%20architect,"Head of Data Engineering (f/m/d) | 80-100% | Hybrid working model | Zurich, Switzerland",https://www.jobs.ch/en/vacancies/detail/ef10c72e-4036-4003-9d53-7d4506ae97c9/,Last week,Zürich,80 – 100%,Unlimited employment,SMG Swiss Marketplace Group
